english,synonym,source
numberless,infinite,Open English WordNet 2025 synset
numberless,innumerable,Open English WordNet 2025 synset
numberless,innumerous,Open English WordNet 2025 synset
numberless,multitudinous,Open English WordNet 2025 synset
numberless,myriad,Open English WordNet 2025 synset
numberless,uncounted,Open English WordNet 2025 synset
numberless,unnumberable,Open English WordNet 2025 synset
numberless,unnumbered,Open English WordNet 2025 synset
numberless,unnumerable,Open English WordNet 2025 synset
numbness,apathy,Open English WordNet 2025 synset
numbness,indifference,Open English WordNet 2025 synset
numbness,spiritlessness,Open English WordNet 2025 synset
numerable,countable,Open English WordNet 2025 synset
numerable,denumerable,Open English WordNet 2025 synset
numerable,enumerable,Open English WordNet 2025 synset
numeral,number,Open English WordNet 2025 synset
numeral,numeric,Open English WordNet 2025 synset
numeral,numerical,Open English WordNet 2025 synset
numerate,count,Open English WordNet 2025 synset
numerate,enumerate,Open English WordNet 2025 synset
numerate,number,Open English WordNet 2025 synset
numeration,count,Open English WordNet 2025 synset
numeration,counting,Open English WordNet 2025 synset
numeration,enumeration,Open English WordNet 2025 synset
numeration,reckoning,Open English WordNet 2025 synset
numeration,tally,Open English WordNet 2025 synset
numeric,numeral,Open English WordNet 2025 synset
numeric,numerical,Open English WordNet 2025 synset
numerical,mathematical,Open English WordNet 2025 synset
numerical,numeral,Open English WordNet 2025 synset
numerical,numeric,Open English WordNet 2025 synset
numerosity,multiplicity,Open English WordNet 2025 synset
numerosity,numerousness,Open English WordNet 2025 synset
numerous,legion,Open English WordNet 2025 synset
numerousness,multiplicity,Open English WordNet 2025 synset
numerousness,numerosity,Open English WordNet 2025 synset
numskull,blockhead,Open English WordNet 2025 synset
numskull,bonehead,Open English WordNet 2025 synset
numskull,dumbass,Open English WordNet 2025 synset
numskull,dunce,Open English WordNet 2025 synset
numskull,dunderhead,Open English WordNet 2025 synset
numskull,fuckhead,Open English WordNet 2025 synset
numskull,hammerhead,Open English WordNet 2025 synset
numskull,knucklehead,Open English WordNet 2025 synset
numskull,loggerhead,Open English WordNet 2025 synset
numskull,lunkhead,Open English WordNet 2025 synset
numskull,muttonhead,Open English WordNet 2025 synset
numskull,shithead,Open English WordNet 2025 synset
nun,conical buoy,Open English WordNet 2025 synset
nun,nun buoy,Open English WordNet 2025 synset
nun buoy,conical buoy,Open English WordNet 2025 synset
nun buoy,nun,Open English WordNet 2025 synset
nuptials,hymeneals,Open English WordNet 2025 synset
nuptials,wedding,Open English WordNet 2025 synset
nuptials,wedding ceremony,Open English WordNet 2025 synset
nurse,bear,Open English WordNet 2025 synset
nurse,breastfeed,Open English WordNet 2025 synset
nurse,entertain,Open English WordNet 2025 synset
nurse,give suck,Open English WordNet 2025 synset
nurse,harbor,Open English WordNet 2025 synset
nurse,harbour,Open English WordNet 2025 synset
nurse,hold,Open English WordNet 2025 synset
nurse,lactate,Open English WordNet 2025 synset
nurse,nanny,Open English WordNet 2025 synset
nurse,nursemaid,Open English WordNet 2025 synset
nurse,suck,Open English WordNet 2025 synset
nurse,suckle,Open English WordNet 2025 synset
nurse,wet-nurse,Open English WordNet 2025 synset
nurseling,nursling,Open English WordNet 2025 synset
nurseling,suckling,Open English WordNet 2025 synset
nursemaid,nanny,Open English WordNet 2025 synset
nursemaid,nurse,Open English WordNet 2025 synset
nursing home,home,Open English WordNet 2025 synset
nursing home,rest home,Open English WordNet 2025 synset
nursling,nurseling,Open English WordNet 2025 synset
nursling,suckling,Open English WordNet 2025 synset
nurture,breeding,Open English WordNet 2025 synset
nurture,bring up,Open English WordNet 2025 synset
nurture,bringing up,Open English WordNet 2025 synset
nurture,foster,Open English WordNet 2025 synset
nurture,fosterage,Open English WordNet 2025 synset
nurture,fostering,Open English WordNet 2025 synset
nurture,nourish,Open English WordNet 2025 synset
nurture,parent,Open English WordNet 2025 synset
nurture,raise,Open English WordNet 2025 synset
nurture,raising,Open English WordNet 2025 synset
nurture,rear,Open English WordNet 2025 synset
nurture,rearing,Open English WordNet 2025 synset
nurture,sustain,Open English WordNet 2025 synset
nurture,upbringing,Open English WordNet 2025 synset
nut,addict,Open English WordNet 2025 synset
nut,ball,Open English WordNet 2025 synset
nut,ballock,Open English WordNet 2025 synset
nut,bollock,Open English WordNet 2025 synset
nut,egg,Open English WordNet 2025 synset
nut,freak,Open English WordNet 2025 synset
nut,junkie,Open English WordNet 2025 synset
nut,junky,Open English WordNet 2025 synset
nut,orchis,Open English WordNet 2025 synset
nut,testicle,Open English WordNet 2025 synset
nut,testis,Open English WordNet 2025 synset
nut house,bedlam,Open English WordNet 2025 synset
nut house,booby hatch,Open English WordNet 2025 synset
nut house,crazy house,Open English WordNet 2025 synset
nut house,cuckoo's nest,Open English WordNet 2025 synset
nut house,funny farm,Open English WordNet 2025 synset
nut house,funny house,Open English WordNet 2025 synset
nut house,loony bin,Open English WordNet 2025 synset
nut house,madhouse,Open English WordNet 2025 synset
nut house,nuthouse,Open English WordNet 2025 synset
nut house,sanatorium,Open English WordNet 2025 synset
nut house,snake pit,Open English WordNet 2025 synset
nutcracker,nuthatch,Open English WordNet 2025 synset
nuthatch,nutcracker,Open English WordNet 2025 synset
nuthouse,bedlam,Open English WordNet 2025 synset
nuthouse,booby hatch,Open English WordNet 2025 synset
nuthouse,crazy house,Open English WordNet 2025 synset
nuthouse,cuckoo's nest,Open English WordNet 2025 synset
nuthouse,funny farm,Open English WordNet 2025 synset
nuthouse,funny house,Open English WordNet 2025 synset
nuthouse,loony bin,Open English WordNet 2025 synset
nuthouse,madhouse,Open English WordNet 2025 synset
nuthouse,nut house,Open English WordNet 2025 synset
nuthouse,sanatorium,Open English WordNet 2025 synset
nuthouse,snake pit,Open English WordNet 2025 synset
nutlike,nutty,Open English WordNet 2025 synset
nutrient,alimental,Open English WordNet 2025 synset
nutrient,alimentary,Open English WordNet 2025 synset
nutrient,food,Open English WordNet 2025 synset
nutrient,nourishing,Open English WordNet 2025 synset
nutrient,nutritious,Open English WordNet 2025 synset
nutrient,nutritive,Open English WordNet 2025 synset
nutriment,aliment,Open English WordNet 2025 synset
nutriment,alimentation,Open English WordNet 2025 synset
nutriment,nourishment,Open English WordNet 2025 synset
nutriment,nutrition,Open English WordNet 2025 synset
nutriment,sustenance,Open English WordNet 2025 synset
nutriment,victuals,Open English WordNet 2025 synset
nutrition,aliment,Open English WordNet 2025 synset
nutrition,alimentation,Open English WordNet 2025 synset
nutrition,nourishment,Open English WordNet 2025 synset
nutrition,nutriment,Open English WordNet 2025 synset
nutrition,sustenance,Open English WordNet 2025 synset
nutrition,victuals,Open English WordNet 2025 synset
nutritious,alimental,Open English WordNet 2025 synset
nutritious,alimentary,Open English WordNet 2025 synset
nutritious,nourishing,Open English WordNet 2025 synset
nutritious,nutrient,Open English WordNet 2025 synset
nutritious,nutritive,Open English WordNet 2025 synset
nutritive,alimental,Open English WordNet 2025 synset
nutritive,alimentary,Open English WordNet 2025 synset
nutritive,nourishing,Open English WordNet 2025 synset
nutritive,nutrient,Open English WordNet 2025 synset
nutritive,nutritious,Open English WordNet 2025 synset
nuts,around the bend,Open English WordNet 2025 synset
nuts,balmy,Open English WordNet 2025 synset
nuts,barmy,Open English WordNet 2025 synset
nuts,bats,Open English WordNet 2025 synset
nuts,batty,Open English WordNet 2025 synset
nuts,bonkers,Open English WordNet 2025 synset
nuts,buggy,Open English WordNet 2025 synset
nuts,cracked,Open English WordNet 2025 synset
nuts,crackers,Open English WordNet 2025 synset
nuts,daft,Open English WordNet 2025 synset
nuts,dotty,Open English WordNet 2025 synset
nuts,fruity,Open English WordNet 2025 synset
nuts,haywire,Open English WordNet 2025 synset
nuts,kookie,Open English WordNet 2025 synset
nuts,kooky,Open English WordNet 2025 synset
nuts,loco,Open English WordNet 2025 synset
nuts,loony,Open English WordNet 2025 synset
nuts,loopy,Open English WordNet 2025 synset
nuts,nutty,Open English WordNet 2025 synset
nuts,round the bend,Open English WordNet 2025 synset
nuts,wacky,Open English WordNet 2025 synset
nuts,whacky,Open English WordNet 2025 synset
nutty,around the bend,Open English WordNet 2025 synset
nutty,balmy,Open English WordNet 2025 synset
nutty,barmy,Open English WordNet 2025 synset
nutty,bats,Open English WordNet 2025 synset
nutty,batty,Open English WordNet 2025 synset
nutty,bonkers,Open English WordNet 2025 synset
nutty,buggy,Open English WordNet 2025 synset
nutty,cracked,Open English WordNet 2025 synset
nutty,crackers,Open English WordNet 2025 synset
nutty,daft,Open English WordNet 2025 synset
nutty,dotty,Open English WordNet 2025 synset
nutty,fruity,Open English WordNet 2025 synset
nutty,haywire,Open English WordNet 2025 synset
nutty,kookie,Open English WordNet 2025 synset
nutty,kooky,Open English WordNet 2025 synset
nutty,loco,Open English WordNet 2025 synset
nutty,loony,Open English WordNet 2025 synset
nutty,loopy,Open English WordNet 2025 synset
nutty,nutlike,Open English WordNet 2025 synset
nutty,nuts,Open English WordNet 2025 synset
nutty,round the bend,Open English WordNet 2025 synset
nutty,wacky,Open English WordNet 2025 synset
nutty,whacky,Open English WordNet 2025 synset
nuzzle,cuddle,Open English WordNet 2025 synset
nuzzle,draw close,Open English WordNet 2025 synset
nuzzle,nest,Open English WordNet 2025 synset
nuzzle,nestle,Open English WordNet 2025 synset
nuzzle,nose,Open English WordNet 2025 synset
nuzzle,snuggle,Open English WordNet 2025 synset
nyctalopia,moon blindness,Open English WordNet 2025 synset
nyctalopia,night blindness,Open English WordNet 2025 synset
nylghai,blue bull,Open English WordNet 2025 synset
nylghai,boselaphus tragocamelus,Open English WordNet 2025 synset
nylghai,nilgai,Open English WordNet 2025 synset
nylghai,nylghau,Open English WordNet 2025 synset
nylghau,blue bull,Open English WordNet 2025 synset
nylghau,boselaphus tragocamelus,Open English WordNet 2025 synset
nylghau,nilgai,Open English WordNet 2025 synset
nylghau,nylghai,Open English WordNet 2025 synset
o,oxygen,Open English WordNet 2025 synset
oaf,clod,Open English WordNet 2025 synset
oaf,gawk,Open English WordNet 2025 synset
oaf,goon,Open English WordNet 2025 synset
oaf,lout,Open English WordNet 2025 synset
oaf,lubber,Open English WordNet 2025 synset
oaf,lummox,Open English WordNet 2025 synset
oaf,lump,Open English WordNet 2025 synset
oaf,stumblebum,Open English WordNet 2025 synset
oafish,boorish,Open English WordNet 2025 synset
oafish,loutish,Open English WordNet 2025 synset
oafish,neandertal,Open English WordNet 2025 synset
oafish,neanderthal,Open English WordNet 2025 synset
oafish,swinish,Open English WordNet 2025 synset
oak,oak tree,Open English WordNet 2025 synset
oak tree,oak,Open English WordNet 2025 synset
oarlock,peg,Open English WordNet 2025 synset
oarlock,pin,Open English WordNet 2025 synset
oarlock,rowlock,Open English WordNet 2025 synset
oarlock,thole,Open English WordNet 2025 synset
oarlock,tholepin,Open English WordNet 2025 synset
oasis,haven,Open English WordNet 2025 synset
oath,curse,Open English WordNet 2025 synset
oath,curse word,Open English WordNet 2025 synset
oath,cuss,Open English WordNet 2025 synset
oath,expletive,Open English WordNet 2025 synset
oath,swearing,Open English WordNet 2025 synset
oath,swearword,Open English WordNet 2025 synset
obduracy,adamance,Open English WordNet 2025 synset
obduracy,unyieldingness,Open English WordNet 2025 synset
obdurate,cussed,Open English WordNet 2025 synset
obdurate,flint,Open English WordNet 2025 synset
obdurate,flinty,Open English WordNet 2025 synset
obdurate,granitic,Open English WordNet 2025 synset
obdurate,obstinate,Open English WordNet 2025 synset
obdurate,stony,Open English WordNet 2025 synset
obdurate,unrepentant,Open English WordNet 2025 synset
obedience,obeisance,Open English WordNet 2025 synset
obedience,respect,Open English WordNet 2025 synset
obeisance,bow,Open English WordNet 2025 synset
obeisance,bowing,Open English WordNet 2025 synset
obeisance,obedience,Open English WordNet 2025 synset
obelisk,dagger,Open English WordNet 2025 synset
obese,corpulent,Open English WordNet 2025 synset
obese,rotund,Open English WordNet 2025 synset
obese,weighty,Open English WordNet 2025 synset
obesity,corpulency,Open English WordNet 2025 synset
obesity,fleshiness,Open English WordNet 2025 synset
obfuscation,bafflement,Open English WordNet 2025 synset
obfuscation,befuddlement,Open English WordNet 2025 synset
obfuscation,bemusement,Open English WordNet 2025 synset
